path,name,type,size_bytes,created,modified
Sound_Clips_Free\Effect\Mono\Short\backups_20250503_120022\Exo Suit Power Up_3.wav,Exo Suit Power Up_3.wav,.wav,276198,5/3/2025 13:06,5/3/2025 13:11
Sound_Clips_Free\Effect\Mono\Short\backups_20250503_120022\Mecha Transformatikon.wav,Mecha Transformatikon.wav,.wav,174444,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\Effect\Mono\Short\backups_20250503_120022\Mecha Transformatikon_1.wav,Mecha Transformatikon_1.wav,.wav,174446,5/3/2025 13:06,5/3/2025 13:11
Sound_Clips_Free\Effect\Mono\Short\backups_20250503_120022\Mecha Transformatikon_2.wav,Mecha Transformatikon_2.wav,.wav,174446,5/3/2025 13:06,5/3/2025 13:11
Sound_Clips_Free\Effect\Mono\Short\backups_20250503_120022\Mecha Transformatikon_3.wav,Mecha Transformatikon_3.wav,.wav,174446,5/3/2025 13:06,5/3/2025 13:11
Sound_Clips_Free\Effect\Mono\Short\backups_20250503_120022\Mecha Transformation.ogg,Mecha Transformation.ogg,.ogg,21147,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\Effect\Mono\Short\backups_20250503_120022\Mecha Transformation_1.ogg,Mecha Transformation_1.ogg,.ogg,22043,5/3/2025 13:06,5/3/2025 13:11
Sound_Clips_Free\Effect\Mono\Short\backups_20250503_120022\Mecha Transformation_2.ogg,Mecha Transformation_2.ogg,.ogg,22836,5/3/2025 13:06,5/3/2025 13:11
Sound_Clips_Free\Effect\Mono\Short\backups_20250503_120022\Mecha Transformation_3.ogg,Mecha Transformation_3.ogg,.ogg,22048,5/3/2025 13:06,5/3/2025 13:11
Sound_Clips_Free\Effect\Mono\Short\backups_20250503_120022\Telekinetic Push.ogg,Telekinetic Push.ogg,.ogg,19984,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\Effect\Mono\Short\backups_20250503_120022\Telekinetic Push.wav,Telekinetic Push.wav,.wav,183070,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\Effect\Mono\Short\backups_20250503_120022\Telekinetic Push_1.ogg,Telekinetic Push_1.ogg,.ogg,20041,5/3/2025 13:06,5/3/2025 13:11
Sound_Clips_Free\Effect\Mono\Short\backups_20250503_120022\Telekinetic Push_1.wav,Telekinetic Push_1.wav,.wav,183072,5/3/2025 13:06,5/3/2025 13:11
Sound_Clips_Free\Effect\Mono\Short\backups_20250503_120022\Telekinetic Push_2.ogg,Telekinetic Push_2.ogg,.ogg,20066,5/3/2025 13:06,5/3/2025 13:11
Sound_Clips_Free\Effect\Mono\Short\backups_20250503_120022\Telekinetic Push_2.wav,Telekinetic Push_2.wav,.wav,183072,5/3/2025 13:06,5/3/2025 13:11
Sound_Clips_Free\Effect\Mono\Short\backups_20250503_120022\Telekinetic Push_3.ogg,Telekinetic Push_3.ogg,.ogg,20092,5/3/2025 13:06,5/3/2025 13:11
Sound_Clips_Free\Effect\Mono\Short\backups_20250503_120022\Telekinetic Push_3.wav,Telekinetic Push_3.wav,.wav,183072,5/3/2025 13:06,5/3/2025 13:11
Sound_Clips_Free\Environment\Mono\Long\Nano Fabrication Hum_1.ogg,Nano Fabrication Hum_1.ogg,.ogg,136551,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\Environment\Mono\Long\Nano Fabrication Hum_1.wav,Nano Fabrication Hum_1.wav,.wav,1004320,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\Environment\Mono\Medium\Cryo Chamber Release.ogg,Cryo Chamber Release.ogg,.ogg,18154,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\Environment\Mono\Medium\Cryo Chamber Release.wav,Cryo Chamber Release.wav,.wav,132504,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\Environment\Mono\Medium\Cryo Chamber Release_1.ogg,Cryo Chamber Release_1.ogg,.ogg,18243,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Environment\Mono\Medium\Cryo Chamber Release_1.wav,Cryo Chamber Release_1.wav,.wav,132506,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Environment\Mono\Medium\Cryo Chamber Release_2.ogg,Cryo Chamber Release_2.ogg,.ogg,18248,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Environment\Mono\Medium\Cryo Chamber Release_2.wav,Cryo Chamber Release_2.wav,.wav,132506,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Environment\Mono\Medium\Cryo Chamber Release_3.ogg,Cryo Chamber Release_3.ogg,.ogg,18330,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Environment\Mono\Medium\Cryo Chamber Release_3.wav,Cryo Chamber Release_3.wav,.wav,132506,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Environment\Mono\Medium\Fusion Core Overheat.ogg,Fusion Core Overheat.ogg,.ogg,49320,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\Environment\Mono\Medium\Fusion Core Overheat.wav,Fusion Core Overheat.wav,.wav,450002,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\Environment\Mono\Medium\Fusion Core Overheat_1.ogg,Fusion Core Overheat_1.ogg,.ogg,50092,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Environment\Mono\Medium\Fusion Core Overheat_1.wav,Fusion Core Overheat_1.wav,.wav,450004,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Environment\Mono\Medium\Fusion Core Overheat_2.ogg,Fusion Core Overheat_2.ogg,.ogg,51493,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Environment\Mono\Medium\Fusion Core Overheat_2.wav,Fusion Core Overheat_2.wav,.wav,450004,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Environment\Mono\Medium\Fusion Core Overheat_3.ogg,Fusion Core Overheat_3.ogg,.ogg,49735,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Environment\Mono\Medium\Fusion Core Overheat_3.wav,Fusion Core Overheat_3.wav,.wav,450004,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Environment\Mono\Medium\Nano Fabrication Hum.wav,Nano Fabrication Hum.wav,.wav,584090,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\Environment\Mono\Medium\Nano Fabrication Hum_1.wav,Nano Fabrication Hum_1.wav,.wav,584050,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Environment\Mono\Medium\Nano Fabrication Hum_2.wav,Nano Fabrication Hum_2.wav,.wav,584050,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Environment\Mono\Medium\Nano Fabrication Hum_3.wav,Nano Fabrication Hum_3.wav,.wav,584050,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Environment\Mono\Medium\Plasma Leak Hiss.ogg,Plasma Leak Hiss.ogg,.ogg,60860,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\Environment\Mono\Medium\Plasma Leak Hiss.wav,Plasma Leak Hiss.wav,.wav,584086,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\Environment\Mono\Medium\Plasma Leak Hiss_1.ogg,Plasma Leak Hiss_1.ogg,.ogg,62294,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Environment\Mono\Medium\Plasma Leak Hiss_1.wav,Plasma Leak Hiss_1.wav,.wav,584046,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Environment\Mono\Medium\Plasma Leak Hiss_2.ogg,Plasma Leak Hiss_2.ogg,.ogg,69585,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Environment\Mono\Medium\Plasma Leak Hiss_2.wav,Plasma Leak Hiss_2.wav,.wav,584046,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Environment\Mono\Medium\Plasma Leak Hiss_3.ogg,Plasma Leak Hiss_3.ogg,.ogg,60608,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Environment\Mono\Medium\Plasma Leak Hiss_3.wav,Plasma Leak Hiss_3.wav,.wav,584046,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Environment\Mono\Medium\Space Debris Impact.ogg,Space Debris Impact.ogg,.ogg,79293,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\Environment\Mono\Medium\Space Debris Impact.wav,Space Debris Impact.wav,.wav,612734,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\Environment\Mono\Medium\Space Debris Impact_1.ogg,Space Debris Impact_1.ogg,.ogg,57652,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Environment\Mono\Medium\Space Debris Impact_1.wav,Space Debris Impact_1.wav,.wav,612692,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Environment\Mono\Medium\Space Debris Impact_2.ogg,Space Debris Impact_2.ogg,.ogg,63779,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Environment\Mono\Medium\Space Debris Impact_2.wav,Space Debris Impact_2.wav,.wav,612692,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Environment\Mono\Medium\Space Debris Impact_3.ogg,Space Debris Impact_3.ogg,.ogg,57937,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Environment\Mono\Medium\Space Debris Impact_3.wav,Space Debris Impact_3.wav,.wav,612692,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Environment\Mono\Medium\Space Station Airlock.ogg,Space Station Airlock.ogg,.ogg,28306,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\Environment\Mono\Medium\Space Station Airlock.wav,Space Station Airlock.wav,.wav,233038,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\Environment\Mono\Medium\Space Station Airlock_1.ogg,Space Station Airlock_1.ogg,.ogg,29047,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Environment\Mono\Medium\Space Station Airlock_1.wav,Space Station Airlock_1.wav,.wav,233040,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Environment\Mono\Medium\Space Station Airlock_2.ogg,Space Station Airlock_2.ogg,.ogg,29328,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Environment\Mono\Medium\Space Station Airlock_2.wav,Space Station Airlock_2.wav,.wav,233040,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Environment\Mono\Medium\Space Station Airlock_3.ogg,Space Station Airlock_3.ogg,.ogg,29299,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Environment\Mono\Medium\Space Station Airlock_3.wav,Space Station Airlock_3.wav,.wav,233040,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Movement\Mono\Medium\Mech_Moving.ogg,Mech_Moving.ogg,.ogg,46792,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\Movement\Mono\Medium\Mech_Moving.wav,Mech_Moving.wav,.wav,412836,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\Movement\Mono\Medium\Mech_Moving_1.ogg,Mech_Moving_1.ogg,.ogg,47203,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Movement\Mono\Medium\Mech_Moving_1.wav,Mech_Moving_1.wav,.wav,412838,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Movement\Mono\Medium\Mech_Moving_2.ogg,Mech_Moving_2.ogg,.ogg,50502,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Movement\Mono\Medium\Mech_Moving_2.wav,Mech_Moving_2.wav,.wav,412838,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Movement\Mono\Medium\Mech_Moving_3.ogg,Mech_Moving_3.ogg,.ogg,47534,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Movement\Mono\Medium\Mech_Moving_3.wav,Mech_Moving_3.wav,.wav,412838,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Movement\Mono\Short\Escape Pod Launch.wav,Escape Pod Launch.wav,.wav,168306,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\Movement\Mono\Short\Escape Pod Launch_1.wav,Escape Pod Launch_1.wav,.wav,168308,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Movement\Mono\Short\Escape Pod Launch_2.wav,Escape Pod Launch_2.wav,.wav,168308,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Movement\Mono\Short\Escape Pod Launch_3.wav,Escape Pod Launch_3.wav,.wav,168308,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Movement\Mono\Short\Zero G Movement.ogg,Zero G Movement.ogg,.ogg,11533,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\Movement\Mono\Short\Zero G Movement.wav,Zero G Movement.wav,.wav,70290,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\Movement\Mono\Short\Zero G Movement_1.ogg,Zero G Movement_1.ogg,.ogg,12026,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Movement\Mono\Short\Zero G Movement_1.wav,Zero G Movement_1.wav,.wav,70292,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Movement\Mono\Short\Zero G Movement_2.ogg,Zero G Movement_2.ogg,.ogg,11862,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Movement\Mono\Short\Zero G Movement_2.wav,Zero G Movement_2.wav,.wav,70292,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Movement\Mono\Short\Zero G Movement_3.ogg,Zero G Movement_3.ogg,.ogg,11962,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Movement\Mono\Short\Zero G Movement_3.wav,Zero G Movement_3.wav,.wav,70292,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\UI\Mono\Medium\Cybernetic Implant Click.ogg,Cybernetic Implant Click.ogg,.ogg,16758,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\UI\Mono\Medium\Cybernetic Implant Click.wav,Cybernetic Implant Click.wav,.wav,139420,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\UI\Mono\Medium\Cybernetic Implant Click_1.ogg,Cybernetic Implant Click_1.ogg,.ogg,18377,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\UI\Mono\Medium\Cybernetic Implant Click_1.wav,Cybernetic Implant Click_1.wav,.wav,139422,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\UI\Mono\Medium\Cybernetic Implant Click_2.ogg,Cybernetic Implant Click_2.ogg,.ogg,17320,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\UI\Mono\Medium\Cybernetic Implant Click_2.wav,Cybernetic Implant Click_2.wav,.wav,139422,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\UI\Mono\Medium\Cybernetic Implant Click_3.ogg,Cybernetic Implant Click_3.ogg,.ogg,18348,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\UI\Mono\Medium\Cybernetic Implant Click_3.wav,Cybernetic Implant Click_3.wav,.wav,139422,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\UI\Mono\Medium\Data Stream Upload.ogg,Data Stream Upload.ogg,.ogg,49741,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\UI\Mono\Medium\Data Stream Upload.wav,Data Stream Upload.wav,.wav,445846,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\UI\Mono\Medium\Data Stream Upload_1.ogg,Data Stream Upload_1.ogg,.ogg,52213,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\UI\Mono\Medium\Data Stream Upload_1.wav,Data Stream Upload_1.wav,.wav,445848,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\UI\Mono\Medium\Data Stream Upload_2.ogg,Data Stream Upload_2.ogg,.ogg,54847,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\UI\Mono\Medium\Data Stream Upload_2.wav,Data Stream Upload_2.wav,.wav,445848,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\UI\Mono\Medium\Data Stream Upload_3.ogg,Data Stream Upload_3.ogg,.ogg,52227,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\UI\Mono\Medium\Data Stream Upload_3.wav,Data Stream Upload_3.wav,.wav,445848,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\UI\Mono\Short\Holo-Map Activation.ogg,Holo-Map Activation.ogg,.ogg,30592,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\UI\Mono\Short\Holo-Map Activation.wav,Holo-Map Activation.wav,.wav,201838,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\UI\Mono\Short\Holo-Map Activation_1.ogg,Holo-Map Activation_1.ogg,.ogg,24851,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\UI\Mono\Short\Holo-Map Activation_1.wav,Holo-Map Activation_1.wav,.wav,201796,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\UI\Mono\Short\Holo-Map Activation_2.ogg,Holo-Map Activation_2.ogg,.ogg,24973,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\UI\Mono\Short\Holo-Map Activation_2.wav,Holo-Map Activation_2.wav,.wav,201796,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\UI\Mono\Short\Holo-Map Activation_3.ogg,Holo-Map Activation_3.ogg,.ogg,25056,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\UI\Mono\Short\Holo-Map Activation_3.wav,Holo-Map Activation_3.wav,.wav,201796,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\UI\Mono\Short\Hologram Flicker.ogg,Hologram Flicker.ogg,.ogg,16095,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\UI\Mono\Short\Hologram Flicker.wav,Hologram Flicker.wav,.wav,66538,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\UI\Mono\Short\Hologram Flicker_1.ogg,Hologram Flicker_1.ogg,.ogg,12695,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\UI\Mono\Short\Hologram Flicker_1.wav,Hologram Flicker_1.wav,.wav,66424,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\UI\Mono\Short\Hologram Flicker_2.ogg,Hologram Flicker_2.ogg,.ogg,12541,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\UI\Mono\Short\Hologram Flicker_2.wav,Hologram Flicker_2.wav,.wav,66424,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\UI\Mono\Short\Hologram Flicker_3.ogg,Hologram Flicker_3.ogg,.ogg,12353,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\UI\Mono\Short\Hologram Flicker_3.wav,Hologram Flicker_3.wav,.wav,66424,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\UI\Mono\Short\Intercom Static.ogg,Intercom Static.ogg,.ogg,20111,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\UI\Mono\Short\Intercom Static.wav,Intercom Static.wav,.wav,165876,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\UI\Mono\Short\Intercom Static_1.ogg,Intercom Static_1.ogg,.ogg,20830,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\UI\Mono\Short\Intercom Static_1.wav,Intercom Static_1.wav,.wav,165878,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\UI\Mono\Short\Intercom Static_2.ogg,Intercom Static_2.ogg,.ogg,21067,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\UI\Mono\Short\Intercom Static_2.wav,Intercom Static_2.wav,.wav,165878,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\UI\Mono\Short\Intercom Static_3.ogg,Intercom Static_3.ogg,.ogg,20862,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\UI\Mono\Short\Intercom Static_3.wav,Intercom Static_3.wav,.wav,165878,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\UI\Mono\Short\Quantum Scanner Beep.ogg,Quantum Scanner Beep.ogg,.ogg,47550,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\UI\Mono\Short\Quantum Scanner Beep.wav,Quantum Scanner Beep.wav,.wav,366652,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\UI\Mono\Short\Quantum Scanner Beep_1.ogg,Quantum Scanner Beep_1.ogg,.ogg,33773,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\UI\Mono\Short\Quantum Scanner Beep_1.wav,Quantum Scanner Beep_1.wav,.wav,366612,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\UI\Mono\Short\Quantum Scanner Beep_2.ogg,Quantum Scanner Beep_2.ogg,.ogg,34900,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\UI\Mono\Short\Quantum Scanner Beep_2.wav,Quantum Scanner Beep_2.wav,.wav,366612,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\UI\Mono\Short\Quantum Scanner Beep_3.ogg,Quantum Scanner Beep_3.ogg,.ogg,34727,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\UI\Mono\Short\Quantum Scanner Beep_3.wav,Quantum Scanner Beep_3.wav,.wav,366612,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Alien_Shot_Exploding_Goo.ogg,Alien_Shot_Exploding_Goo.ogg,.ogg,48047,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Alien_Shot_Exploding_Goo.wav,Alien_Shot_Exploding_Goo.wav,.wav,290316,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Alien_Shot_Exploding_Goo_1.ogg,Alien_Shot_Exploding_Goo_1.ogg,.ogg,31396,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Alien_Shot_Exploding_Goo_1.wav,Alien_Shot_Exploding_Goo_1.wav,.wav,290276,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Alien_Shot_Exploding_Goo_2.ogg,Alien_Shot_Exploding_Goo_2.ogg,.ogg,35429,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Alien_Shot_Exploding_Goo_2.wav,Alien_Shot_Exploding_Goo_2.wav,.wav,290276,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Alien_Shot_Exploding_Goo_3.ogg,Alien_Shot_Exploding_Goo_3.ogg,.ogg,32314,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Alien_Shot_Exploding_Goo_3.wav,Alien_Shot_Exploding_Goo_3.wav,.wav,290276,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Antimatter Explosion.ogg,Antimatter Explosion.ogg,.ogg,51739,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Antimatter Explosion.wav,Antimatter Explosion.wav,.wav,352092,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Antimatter Explosion_1.ogg,Antimatter Explosion_1.ogg,.ogg,37667,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Antimatter Explosion_1.wav,Antimatter Explosion_1.wav,.wav,352052,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Antimatter Explosion_2.ogg,Antimatter Explosion_2.ogg,.ogg,38545,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Antimatter Explosion_2.wav,Antimatter Explosion_2.wav,.wav,352052,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Antimatter Explosion_3.ogg,Antimatter Explosion_3.ogg,.ogg,37842,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Antimatter Explosion_3.wav,Antimatter Explosion_3.wav,.wav,352052,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Ion_Cannon_Blast.ogg,Ion_Cannon_Blast.ogg,.ogg,15653,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Ion_Cannon_Blast.wav,Ion_Cannon_Blast.wav,.wav,131212,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Ion_Cannon_Blast_1.ogg,Ion_Cannon_Blast_1.ogg,.ogg,17189,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Ion_Cannon_Blast_1.wav,Ion_Cannon_Blast_1.wav,.wav,131214,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Ion_Cannon_Blast_2.ogg,Ion_Cannon_Blast_2.ogg,.ogg,16057,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Ion_Cannon_Blast_2.wav,Ion_Cannon_Blast_2.wav,.wav,131214,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Ion_Cannon_Blast_3.ogg,Ion_Cannon_Blast_3.ogg,.ogg,17195,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Ion_Cannon_Blast_3.wav,Ion_Cannon_Blast_3.wav,.wav,131214,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Neutron Turrnet Charging.ogg,Neutron Turrnet Charging.ogg,.ogg,35284,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Neutron Turrnet Charging.wav,Neutron Turrnet Charging.wav,.wav,359584,5/3/2025 13:04,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Neutron Turrnet Charging_1.ogg,Neutron Turrnet Charging_1.ogg,.ogg,36449,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Neutron Turrnet Charging_1.wav,Neutron Turrnet Charging_1.wav,.wav,359586,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Neutron Turrnet Charging_2.ogg,Neutron Turrnet Charging_2.ogg,.ogg,38614,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Neutron Turrnet Charging_2.wav,Neutron Turrnet Charging_2.wav,.wav,359586,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Neutron Turrnet Charging_3.ogg,Neutron Turrnet Charging_3.ogg,.ogg,36811,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Neutron Turrnet Charging_3.wav,Neutron Turrnet Charging_3.wav,.wav,359586,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Orbital Lazer Strike_1.ogg,Orbital Lazer Strike_1.ogg,.ogg,120517,5/3/2025 13:08,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Orbital Lazer Strike_1.wav,Orbital Lazer Strike_1.wav,.wav,1065268,5/3/2025 13:09,5/3/2025 13:11
Sound_Clips_Free\Weapon\Mono\Medium\Photon_Explosion.ogg,Photon_Explosion.ogg,.ogg,26108,5/3/2025 13:04,5/3/2025 13:11
